,hotel,price,rating,start_date,city
334,Poble Sec Apartments,863,8.2,2023-05-15,Barcelona
335,Uma Suites Passeig de Gracia 16,1558,8.6,2023-05-15,Barcelona
336,Amazing NEW apartment in the heart of Barcelona,1643,7.9,2023-05-15,Barcelona
337,H10 Universitat,1572,8.8,2023-05-15,Barcelona
338,AinB B&amp;B Eixample-Muntaner,Price €&nbsp;935,6.2,2023-05-15,Barcelona
339,"Hotel Gran Derby Suites, a Small Luxury Hotel of the World",1190,8.7,2023-05-15,Barcelona
340,Lets Holidays Terrace Barcelona,1797,9.3,2023-05-15,Barcelona
341,Seventy Barcelona,1848,9.3,2023-05-15,Barcelona
342,Sercotel Hotel Rosellon,1270,8.5,2023-05-15,Barcelona
343,Estudio Maignon,1035,8.9,2023-05-15,Barcelona
344,Hotel Sant Pau,900,8.2,2023-05-15,Barcelona
345,Apartaments Independencia,Price €&nbsp;738,7.8,2023-05-15,Barcelona
346,Apartaments Aragó565,Price €&nbsp;687,7.9,2023-05-15,Barcelona
347,Ilunion Almirante,1270,7.3,2023-05-15,Barcelona
348,ApartEasy - Montjuïc &amp; Fira,1027,5.9,2023-05-15,Barcelona
349,Hostal Laia by gaiarooms,1124,6.6,2023-05-15,Barcelona
350,Barcelona Apartment Gran de Gràcia,1549,7.8,2023-05-15,Barcelona
351,Citytrip Borne,1087,7.0,2023-05-15,Barcelona
352,Hotel Glòries,800,7.9,2023-05-15,Barcelona
353,Hotel Ciutadella Barcelona,1178,8.2,2023-05-15,Barcelona
354,Arya Stadium Hotel,918,8.7,2023-05-15,Barcelona
355,Alma Barcelona GL,2899,9.2,2023-05-15,Barcelona
356,Citytrip Poble Nou Beach,907,6.7,2023-05-15,Barcelona
357,AC Hotel Barcelona Fórum by Marriott,1191,7.9,2023-05-15,Barcelona
358,Hotel 1898,1967,9.0,2023-05-15,Barcelona
359,NH Collection Barcelona Podium,1455,8.6,2023-05-15,Barcelona
360,Casa Vaganto,1106,8.8,2023-05-15,Barcelona
361,Aparthotel Bcn Montjuic,920,8.3,2023-05-15,Barcelona
362,Barcelona4Seasons - Gavina,1172,nan,2023-05-15,Barcelona
363,CasaNova Guest House,690,7.1,2023-05-15,Barcelona
364,Barcelona - Miquel Angel,853,6.9,2023-05-15,Barcelona
365,Gran Hotel Barcino,1098,8.1,2023-05-15,Barcelona
366,Apartment Eduardo,1457,8.9,2023-05-15,Barcelona
367,Best Western Premier Hotel Dante,1155,8.7,2023-05-15,Barcelona
368,"InterContinental Barcelona, an IHG Hotel",1977,8.9,2023-05-15,Barcelona
369,ApartEasy - Family Sant Antoni apt.,1537,8.6,2023-05-15,Barcelona
370,Wittmore Hotel - Adults Only,2653,9.0,2023-05-15,Barcelona
371,HCC Lugano,886,8.6,2023-05-15,Barcelona
372,Hotel Brick Barcelona,911,8.8,2023-05-15,Barcelona
373,Liceu Apartments by gaiarooms,1564,7.4,2023-05-15,Barcelona
374,Alguera Apartments Napols,1853,7.7,2023-05-15,Barcelona
375,Niu Barcelona Hotel,1170,8.3,2023-05-15,Barcelona
376,Tres Torres Atiram Hotels,794,8.2,2023-05-15,Barcelona
377,Fisa Rentals Les Corts Apartments,1323,8.5,2023-05-15,Barcelona
378,RAMBLAS HOTEL powered by Vincci Hoteles,"Price €&nbsp;1,795",8.3,2023-05-15,Barcelona
379,Cuatro Naciones,1035,8.3,2023-05-15,Barcelona
380,NH Collection Barcelona Gran Hotel Calderon,1851,8.2,2023-05-15,Barcelona
381,The Social Hub Barcelona Poblenou,1129,8.9,2023-05-15,Barcelona
382,Hotel Alguer Camp Nou,723,8.0,2023-05-15,Barcelona
383,Casa Cosi Sant Antoni,1345,8.3,2023-05-15,Barcelona
384,Apartamento Valencia,2259,nan,2023-05-15,Barcelona
385,Modern and bright apartment in Eixample 2-2,1620,nan,2023-05-15,Barcelona
