,hotel,price,rating,start_date,city
259,Residencial Airside Palace,444,7.0,2023-05-29,Lisboa
260,Flat Graça 48,864,9.0,2023-05-29,Lisboa
261,Lisbon Best Choice Prime Apartments Alfama,967,9.3,2023-05-29,Lisboa
262,My Suite Lisbon Guest House – Principe Real,1314,8.5,2023-05-29,Lisboa
263,Lisbon Nest,798,8.9,2023-05-29,Lisboa
264,Fernando Lemos Estúdio Lisboa,624,8.0,2023-05-29,Lisboa
265,Pestana CR7 Lisboa,1444,8.6,2023-05-29,Lisboa
266,Nova Alegria,501,8.0,2023-05-29,Lisboa
267,Cosy Attic City center,624,7.7,2023-05-29,Lisboa
268,Stunning Apartment near Avenue Liberdade,1374,9.5,2023-05-29,Lisboa
269,Cozy Studio Alvalade,609,8.7,2023-05-29,Lisboa
270,Palacette da Mouraria,766,8.8,2023-05-29,Lisboa
271,LUSTER Hotel,1275,9.4,2023-05-29,Lisboa
272,Férias no Bairro,738,8.7,2023-05-29,Lisboa
273,Casa Boma Lisboa - Elegant &amp; Spacious Apartment - Campo I,935,8.1,2023-05-29,Lisboa
274,Boemio FLH Hotels,1474,9.3,2023-05-29,Lisboa
275,Lisbon Colours Bairro Alto Apartments,1032,8.3,2023-05-29,Lisboa
276,Geronimo Guest House Belém,1168,9.1,2023-05-29,Lisboa
277,As Janelas Verdes Inn - Lisbon Heritage Collection - Riverside,2176,8.9,2023-05-29,Lisboa
278,Exe Saldanha,716,8.9,2023-05-29,Lisboa
279,Lisbon Serviced Apartments - Bairro Alto,1234,8.5,2023-05-29,Lisboa
280,Romantic Gem in Graça,1284,9.0,2023-05-29,Lisboa
281,GuestReady - Luxury Apartment with Private Terrace in the Lapa Quarter,842,7.0,2023-05-29,Lisboa
282,Martim Moniz Charming by Lisbon Village Apartments,666,7.9,2023-05-29,Lisboa
283,Famous Crows Lisbon Suites,537,8.5,2023-05-29,Lisboa
284,Happy Days,687,8.7,2023-05-29,Lisboa
285,Tempo FLH Hotels Lisboa,1358,9.0,2023-05-29,Lisboa
286,Picasso Apartment,669,8.4,2023-05-29,Lisboa
287,Campo de Ourique Premium,999,9.0,2023-05-29,Lisboa
288,Dare Lisbon House,1414,9.4,2023-05-29,Lisboa
289,"Holiday Inn Lisbon, an IHG Hotel",829,7.9,2023-05-29,Lisboa
290,Akicity Real In,684,nan,2023-05-29,Lisboa
291,Casa do Jasmim by Shiadu,1532,8.9,2023-05-29,Lisboa
292,B&amp;B Hotel Lisboa Aeroporto,442,8.2,2023-05-29,Lisboa
293,Hotel Dom Carlos Liberty,1046,8.4,2023-05-29,Lisboa
294,Varandas de Lisboa - Tejo River Apartments &amp; Rooms,693,8.7,2023-05-29,Lisboa
295,Beautiful garden-campo pequeno home,774,9.1,2023-05-29,Lisboa
296,LX Lisboa Cozy studio,582,7.9,2023-05-29,Lisboa
297,Memoria Lisboa FLH Hotels,1547,9.1,2023-05-29,Lisboa
298,LX51 Studios &amp; Suites - Lisbon center,812,8.2,2023-05-29,Lisboa
299,Alfama District by be@home,744,7.5,2023-05-29,Lisboa
300,Principe Real Lightful and Charming,1074,8.1,2023-05-29,Lisboa
301,ChezVous Apartments,684,8.2,2023-05-29,Lisboa
302,Lisbon Serviced Apartments - Campos,670,8.2,2023-05-29,Lisboa
303,Apartamento Bernardim Ribeiro 4 andar,504,8.3,2023-05-29,Lisboa
304,Altis Prime Hotel,1443,8.5,2023-05-29,Lisboa
305,GuestReady - Modern and cosy apartment,830,nan,2023-05-29,Lisboa
306,Architectural Gem in Bica,1882,8.8,2023-05-29,Lisboa
307,WC by The Beautique Hotels,1064,8.6,2023-05-29,Lisboa
308,Traditional Studio in Alfama,734,9.0,2023-05-29,Lisboa
309,PortoBay Liberdade,1861,9.0,2023-05-29,Lisboa
310,Dear Lisbon - Gallery House,1095,8.8,2023-05-29,Lisboa
311,Hotel Santa Justa,1873,9.1,2023-05-29,Lisboa
312,One Bedroom Apartment with Stunning River Views and Private Rooftop!,737,9.4,2023-05-29,Lisboa
313,Altis Avenida Hotel,2441,9.0,2023-05-29,Lisboa
314,Montebelo Lx Dwt Apartments,1480,9.6,2023-05-29,Lisboa
315,Lisbon10,802,9.2,2023-05-29,Lisboa
316,República Bed &amp; Breakfast,596,9.1,2023-05-29,Lisboa
317,Charming Apartment II Historical Center,474,7.9,2023-05-29,Lisboa
318,Tesouro da Baixa by Shiadu,1826,9.0,2023-05-29,Lisboa
319,Superb Apartments Overlooking Graça in Lisbon,1665,9.4,2023-05-29,Lisboa
320,FLH Graça Lovely Apartment III,614,5.3,2023-05-29,Lisboa
321,4U Lisbon II Guesthouse,474,7.2,2023-05-29,Lisboa
322,Principe Real Beautiful 3 Bedroom Flat,2183,8.7,2023-05-29,Lisboa
323,Casa Da Tapada - Alcantara Riverview Apartment,809,9.1,2023-05-29,Lisboa
324,CastleViewAttic,804,8.1,2023-05-29,Lisboa
325,Verão Casa,1158,8.1,2023-05-29,Lisboa
326,Smy Lisboa,996,8.1,2023-05-29,Lisboa
327,Hotel Lisboa Plaza - Lisbon Heritage Collection - Avenida,1437,8.7,2023-05-29,Lisboa
328,Green Ávila Saldanha,753,8.6,2023-05-29,Lisboa
329,Tiny suite with private bathroom - Bairro Alto,357,5.4,2023-05-29,Lisboa
330,TryLisbon Calvário,1033,8.4,2023-05-29,Lisboa
331,Spacious And Modern Studio In Belem!,674,7.3,2023-05-29,Lisboa
332,Studios with Mezzanine Rua da Moeda,933,9.5,2023-05-29,Lisboa
333,The Bridge,365,7.1,2023-05-29,Lisboa
334,Selina Secret Garden Lisbon,547,7.9,2023-05-29,Lisboa
335,Apt in Lisbon Rio - Parque das Nações,961,7.8,2023-05-29,Lisboa
336,Solar do Castelo - Lisbon Heritage Collection - Alfama,1778,9.2,2023-05-29,Lisboa
337,Lisbon Rentals Chiado,1666,9.6,2023-05-29,Lisboa
