,hotel,price,rating,start_date,city
325,Citadines Trocadéro Paris,1497,8.4,2023-05-29,Paris
326,Hotel de Paris Montmartre,1103,8.1,2023-05-29,Paris
327,"voco Paris Montparnasse, an IHG Hotel",1535,8.4,2023-05-29,Paris
328,Edgar Suites Saint-Lazare - Amsterdam,2677,9.0,2023-05-29,Paris
329,Hôtel Mansart - Esprit de France,2730,8.2,2023-05-29,Paris
330,Le Pigalle Hotel,1829,8.7,2023-05-29,Paris
331,Hôtel du Sentier,2513,9.0,2023-05-29,Paris
332,Agate Hôtel,1019,8.1,2023-05-29,Paris
333,Ibis Paris Gare Montparnasse Catalogne,1224,8.3,2023-05-29,Paris
334,Alyss Saphir Cambronne Eiffel,1607,7.4,2023-05-29,Paris
335,Hotel Britannique,3763,8.9,2023-05-29,Paris
336,Hôtel de l'Avre,2682,8.5,2023-05-29,Paris
337,Bradford Elysées - Astotel,2024,9.0,2023-05-29,Paris
338,Royal Garden Champs-Élysées,1698,7.7,2023-05-29,Paris
339,Hôtel du Rond-point des Champs-Élysées - Esprit de France,2036,8.8,2023-05-29,Paris
340,Hôtel Galileo Champs Elysées,3071,8.5,2023-05-29,Paris
341,Nouvel Hôtel Eiffel,2898,7.8,2023-05-29,Paris
342,Hotel Claridge Paris,2645,8.3,2023-05-29,Paris
343,Hôtel Bourg Tibourg,2933,8.9,2023-05-29,Paris
344,"InterContinental Paris Le Grand, an IHG Hotel",4239,8.5,2023-05-29,Paris
345,Hôtel La Comtesse,3060,8.9,2023-05-29,Paris
346,Le Citizen Hotel,2004,8.8,2023-05-29,Paris
347,Citadines Place d'Italie Paris,1218,8.0,2023-05-29,Paris
348,Hôtel Plaza Athénée - Dorchester Collection,14460,9.1,2023-05-29,Paris
349,Hipotel Paris Belgrand Mairie du 20ème,843,6.9,2023-05-29,Paris
350,Hôtel Regent's Garden - Astotel,1662,9.0,2023-05-29,Paris
351,ibis Styles Paris Cadet Lafayette,1155,8.0,2023-05-29,Paris
352,Hôtel LUX PICPUS,1146,7.6,2023-05-29,Paris
353,Studio Guisarde,1635,8.0,2023-05-29,Paris
354,Hôtel Le Bellechasse Saint-Germain,2299,8.6,2023-05-29,Paris
355,Crystal Hotel,1703,7.9,2023-05-29,Paris
356,Citadines Montparnasse Paris,1067,7.9,2023-05-29,Paris
357,ibis Paris Grands Boulevards Opéra 9e,1283,8.1,2023-05-29,Paris
358,Maison Nabis by HappyCulture,1690,8.0,2023-05-29,Paris
359,Welcome Hotel,2121,8.2,2023-05-29,Paris
360,HOY Paris - Yoga Hotel,1854,8.8,2023-05-29,Paris
361,Hôtel Le Colisée,2153,8.0,2023-05-29,Paris
362,Mercure Paris Bercy Bibliothèque,1473,8.1,2023-05-29,Paris
363,Aparthotel Adagio Access Paris La Villette,918,7.0,2023-05-29,Paris
364,Hotel Alhambra,1214,8.1,2023-05-29,Paris
365,Edgar Suites Auteuil - Le Marois,4785,9.0,2023-05-29,Paris
366,Hôtel l'Echiquier Opéra Paris - MGallery,2034,8.8,2023-05-29,Paris
367,The Chess Hotel,1932,8.2,2023-05-29,Paris
368,Hôtel La Tamise - Esprit de France,2498,8.8,2023-05-29,Paris
369,GuestReady - Cosy getaway in the trendy 19th Arr,1739,nan,2023-05-29,Paris
370,Hotel Bridget,922,8.1,2023-05-29,Paris
371,Le Grand Quartier,1547,8.8,2023-05-29,Paris
372,Hôtel Kabanel,1473,7.3,2023-05-29,Paris
373,Hotel Opéra Opal,1775,8.5,2023-05-29,Paris
374,Hôtel Avama Prony,1948,7.9,2023-05-29,Paris
375,Hôtel Keppler,2195,9.1,2023-05-29,Paris
376,Adagio Paris 19ème Cité de la Musique,880,7.7,2023-05-29,Paris
377,Grand Hôtel Lévêque,1623,8.4,2023-05-29,Paris
378,Grand Pigalle Hotel,2027,8.8,2023-05-29,Paris
379,Hotel La Lanterne &amp; Spa,2017,8.7,2023-05-29,Paris
380,Hôtel Du Midi Paris Montparnasse,1451,8.3,2023-05-29,Paris
381,LivinParis - Luxury 3 Bedrooms Grands-Boulevards I,4422,8.1,2023-05-29,Paris
382,55 Hôtel Montparnasse,2244,7.8,2023-05-29,Paris
383,Chambiges Elysées,2357,8.5,2023-05-29,Paris
384,Les Matins de Paris &amp; Spa,1939,8.3,2023-05-29,Paris
385,Courcelles Etoile,2278,8.1,2023-05-29,Paris
386,Hyatt Regency Paris Etoile,2315,8.3,2023-05-29,Paris
387,Hotel Odeon Saint-Germain,2021,7.9,2023-05-29,Paris
388,Hôtel Mistral,1509,8.7,2023-05-29,Paris
389,Le Méridien Etoile,1802,6.9,2023-05-29,Paris
390,Chatillon Paris Montparnasse,1899,7.9,2023-05-29,Paris
391,Hotel Rochechouart - Orso Hotels,1628,8.6,2023-05-29,Paris
392,Hôtel Molière,2519,9.0,2023-05-29,Paris
393,Aparthotel Adagio Paris Centre Tour Eiffel,1333,7.2,2023-05-29,Paris
394,Hôtel Joséphine by Happyculture,1575,7.8,2023-05-29,Paris
395,O.Lysée Hotel,1753,8.9,2023-05-29,Paris
396,Hotel Ekta Champs Elysées,3256,8.8,2023-05-29,Paris
397,Cour des Vosges,5745,9.1,2023-05-29,Paris
398,Hotel Mogador,1331,8.4,2023-05-29,Paris
