,hotel,price,rating,start_date,city
79,Ocho Suites &amp; Kitchen,1952,9.1,2023-05-15,Palma de Mallorca
80,Turismo de Interior Ca Sa Padrina,589,7.4,2023-05-15,Palma de Mallorca
81,StayCatalina Boutique Hotel-Apartments,893,9.3,2023-05-15,Palma de Mallorca
82,Hotel Artmadams,925,8.3,2023-05-15,Palma de Mallorca
83,Can Boss - Turismo de Interior,1500,9.1,2023-05-15,Palma de Mallorca
84,New Art Hostel - Albergue Juvenil,500,7.0,2023-05-15,Palma de Mallorca
85,Palma Ciudad y playa,1278,7.4,2023-05-15,Palma de Mallorca
86,Que Sera,4208,6.3,2023-05-15,Palma de Mallorca
87,Nivia Born Boutique Hotel,1650,8.9,2023-05-15,Palma de Mallorca
88,Vila Damunt,1911,9.6,2023-05-15,Palma de Mallorca
89,Vintage Palma Palace Apartments TI,1080,8.0,2023-05-15,Palma de Mallorca
90,Hotel Bosch Boutique,1187,8.8,2023-05-15,Palma de Mallorca
91,Nou Baleares,1046,8.9,2023-05-15,Palma de Mallorca
92,Hotel Lis Mallorca,1176,6.5,2023-05-15,Palma de Mallorca
93,Nakar Hotel,2494,9.0,2023-05-15,Palma de Mallorca
94,Hotel Mirador,1043,7.9,2023-05-15,Palma de Mallorca
95,Can Savella - Turismo de Interior,1139,8.3,2023-05-15,Palma de Mallorca
96,Terreno Studios,2335,9.4,2023-05-15,Palma de Mallorca
97,Palma Center House,514,5.5,2023-05-15,Palma de Mallorca
98,Boutique Hotel Petit Montisión,1510,9.0,2023-05-15,Palma de Mallorca
99,THE SAILOR HOUSE - Duplex Palma Center,1425,8.4,2023-05-15,Palma de Mallorca
100,Urban Suites Palma - Turismo de Interior,1185,8.1,2023-05-15,Palma de Mallorca
101,The Boc Hostels - Palma Albergue Juvenil,539,8.3,2023-05-15,Palma de Mallorca
102,MARsuites Palma - Turismo de Interior,1294,9.7,2023-05-15,Palma de Mallorca
103,Puro Grand Hotel,2511,9.4,2023-05-15,Palma de Mallorca
104,Dog Admiral - Urban Guest House,1403,8.2,2023-05-15,Palma de Mallorca
105,Nafeti,1551,7.7,2023-05-15,Palma de Mallorca
106,Los Abilios,2589,7.0,2023-05-15,Palma de Mallorca
107,"Ganzes Loft in Altstadt, Nähe Kathedrale",1528,7.7,2023-05-15,Palma de Mallorca
108,Can Marineta,1507,6.6,2023-05-15,Palma de Mallorca
109,Hotel Can Quetglas,1141,9.4,2023-05-15,Palma de Mallorca
110,Duplex Palma Apartment with garage,1242,7.9,2023-05-15,Palma de Mallorca
111,Villa Del Mar Mondrago,2712,5.7,2023-05-15,Palma de Mallorca
112,Palma Ciudad,1281,6.7,2023-05-15,Palma de Mallorca
113,Palacio Can Marqués,2739,9.2,2023-05-15,Palma de Mallorca
114,JOE'S GOMILA BOUTIQUE HOTEL,1080,8.6,2023-05-15,Palma de Mallorca
115,Double New Rooms at the Center of Palma,393,7.5,2023-05-15,Palma de Mallorca
116,VILLA BONANOVA STYLE,3118,10,2023-05-15,Palma de Mallorca
117,VILLA ALFABIA,4236,nan,2023-05-15,Palma de Mallorca
118,Centro Ciudad,1415,6.9,2023-05-15,Palma de Mallorca
119,Casa Molinar,2523,9.2,2023-05-15,Palma de Mallorca
120,Holiday Palma Apartments - Turismo de Interior,1381,7.5,2023-05-15,Palma de Mallorca
121,Y Hostel - Albergue Juvenil,1730,8.4,2023-05-15,Palma de Mallorca
122,Residencia Mayol - Adults Only,791,6.5,2023-05-15,Palma de Mallorca
123,Amilcar House,1425,7.5,2023-05-15,Palma de Mallorca
124,Casa Laura,1743,7.8,2023-05-15,Palma de Mallorca
125,"YourHouse Ca Na Salera, villa near Palma with private pool in a quiet neighbourhood",1829,7.0,2023-05-15,Palma de Mallorca
126,Céntrica y amplia casa,1450,3.3,2023-05-15,Palma de Mallorca
127,Casita rosa,779,9.0,2023-05-15,Palma de Mallorca
128,Casa Michel,2170,2.5,2023-05-15,Palma de Mallorca
129,Cas Fideuer,2026,6.3,2023-05-15,Palma de Mallorca
130,Thai Garden Villa,2904,7.9,2023-05-15,Palma de Mallorca
131,"Villa Palma, Establiments",3130,9.1,2023-05-15,Palma de Mallorca
132,Villa Malen'S,1353,1.0,2023-05-15,Palma de Mallorca
133,Villa Laura,2311,nan,2023-05-15,Palma de Mallorca
134,Casa en centro,1813,5.7,2023-05-15,Palma de Mallorca
135,Villa Santa Lavinia,9000,9.9,2023-05-15,Palma de Mallorca
136,Villa Mar Felostal,3481,9.3,2023-05-15,Palma de Mallorca
137,Villa Bonanova Style,3601,nan,2023-05-15,Palma de Mallorca
138,Casita Neptuno,2849,10,2023-05-15,Palma de Mallorca
139,Casa de las Vistas,4166,7.7,2023-05-15,Palma de Mallorca
140,3 bedrooms villa with private pool enclosed garden and wifi at Marratxi 9 km away from the beach,2679,6.0,2023-05-15,Palma de Mallorca
141,Appartement,5085,nan,2023-05-15,Palma de Mallorca
142,Natural,2222,nan,2023-05-15,Palma de Mallorca
143,El Josemari Youth Hostel - Albergue Juvenil,356,8.2,2023-05-15,Palma de Mallorca
144,Urban Hostel Palma - Albergue Juvenil - Youth Hostel,300,6.8,2023-05-15,Palma de Mallorca
145,The Boc Hostels - City Albergue Juvenil,432,8.9,2023-05-15,Palma de Mallorca
146,Palma Port Hostel - Albergue Juvenil,378,8.0,2023-05-15,Palma de Mallorca
