,hotel,price,rating,start_date,city
0,Vincci Bit,1976,8.4,2023-05-22,Barcelona
1,Sonder DO Plaça Reial,3518,8.4,2023-05-22,Barcelona
2,Hotel Paxton Barcelona,2034,8.7,2023-05-22,Barcelona
3,TWO Hotel Barcelona by Axel 4* Sup- Adults Only,1622,8.5,2023-05-22,Barcelona
4,Ohla Eixample,2743,8.9,2023-05-22,Barcelona
5,El Avenida Palace,1613,8.5,2023-05-22,Barcelona
6,Nobu Hotel Barcelona,2372,8.4,2023-05-22,Barcelona
7,Catalonia Portal de l'Angel,1616,8.7,2023-05-22,Barcelona
8,Catalonia Passeig de Gràcia 4* Sup,1706,9.0,2023-05-22,Barcelona
9,Catalonia Magdalenes,1746,9.1,2023-05-22,Barcelona
10,Catalonia Plaza Catalunya,1766,8.5,2023-05-22,Barcelona
11,Catalonia Sagrada Familia,1166,8.2,2023-05-22,Barcelona
12,Praktik Vinoteca,1480,8.6,2023-05-22,Barcelona
13,Duquesa de Cardona 4* Sup,2126,8.9,2023-05-22,Barcelona
14,Hotel Sant Agustí,1614,7.9,2023-05-22,Barcelona
15,Praktik Garden,1470,8.2,2023-05-22,Barcelona
16,Hotel Turin Barcelona,1481,8.2,2023-05-22,Barcelona
17,Onix Fira,1331,7.7,2023-05-22,Barcelona
18,Gallery Hotel,1799,8.9,2023-05-22,Barcelona
19,Onix Liceo,1435,8.3,2023-05-22,Barcelona
20,Hotel Astoria,1321,8.5,2023-05-22,Barcelona
21,Catalonia Ramblas 4* Sup,2086,8.3,2023-05-22,Barcelona
22,Praktik Bakery,1480,8.6,2023-05-22,Barcelona
23,Axel Hotel Barcelona &amp; Urban Spa- Adults Only,1826,8.4,2023-05-22,Barcelona
24,"Hotel Granados 83, a Member of Design Hotels",1630,8.6,2023-05-22,Barcelona
25,Casa Elliot by Bondia Hotel Group,1762,8.8,2023-05-22,Barcelona
26,Catalonia Barcelona Plaza,2646,8.3,2023-05-22,Barcelona
27,Catalonia Eixample 1864,1446,8.3,2023-05-22,Barcelona
28,Praktik Rambla,1670,8.5,2023-05-22,Barcelona
29,Sallés Hotel Pere IV,1506,8.1,2023-05-22,Barcelona
30,Catalonia Diagonal Centro,1386,8.4,2023-05-22,Barcelona
31,AC Hotel Barcelona Fórum by Marriott,1730,7.9,2023-05-22,Barcelona
32,Hostal Operaramblas,1460,8.6,2023-05-22,Barcelona
33,Catalonia Atenas,1246,8.1,2023-05-22,Barcelona
34,Cram Hotel,1979,8.2,2023-05-22,Barcelona
35,Hotel Balmes,1599,8.4,2023-05-22,Barcelona
36,Catalonia Gracia,1366,8.4,2023-05-22,Barcelona
37,Catalonia Albeniz,1136,8.6,2023-05-22,Barcelona
38,Petit Palace Boqueria Garden,2219,8.2,2023-05-22,Barcelona
39,Onix Rambla,1486,8.4,2023-05-22,Barcelona
40,Ayre Hotel Gran Vía,1852,8.7,2023-05-22,Barcelona
41,Golden Hotel Barcelona,1260,8.4,2023-05-22,Barcelona
42,Suites Avenue,2123,9.0,2023-05-22,Barcelona
43,Catalonia Born,1426,8.6,2023-05-22,Barcelona
44,Andante Hotel,1619,8.6,2023-05-22,Barcelona
45,Isabella's House,1429,8.7,2023-05-22,Barcelona
46,Hesperia Barcelona Barri Gòtic,1392,8.0,2023-05-22,Barcelona
47,ICON Bcn,2265,8.9,2023-05-22,Barcelona
48,Hesperia Barcelona Presidente,1396,8.4,2023-05-22,Barcelona
49,Catalonia Roma,1436,8.1,2023-05-22,Barcelona
50,Hotel &amp; Spa Villa Olimpica Suites,1229,8.0,2023-05-22,Barcelona
51,Catalonia Barcelona 505,1166,7.9,2023-05-22,Barcelona
52,Yurbban Passage Hotel &amp; Spa,1928,9.1,2023-05-22,Barcelona
53,Yomo Hostal BCN Port,1340,7.8,2023-05-22,Barcelona
54,Ilunion Barcelona,1558,8.3,2023-05-22,Barcelona
55,Ilunion Auditori,1656,8.1,2023-05-22,Barcelona
56,Ohla Barcelona,3411,8.9,2023-05-22,Barcelona
57,Condes de Barcelona,1845,8.8,2023-05-22,Barcelona
58,"Claris Hotel &amp; Spa GL, a Small Luxury Hotel of the World",2045,8.4,2023-05-22,Barcelona
59,Travelodge Barcelona Poblenou,942,7.3,2023-05-22,Barcelona
60,Monument Hotel,3499,9.2,2023-05-22,Barcelona
61,Acacia Suite,1980,8.1,2023-05-22,Barcelona
62,Barcelona Apartment Val,2372,8.1,2023-05-22,Barcelona
63,Chic &amp; Basic Velvet,1494,8.1,2023-05-22,Barcelona
64,Acta Voraport,1278,8.7,2023-05-22,Barcelona
65,Ocean Drive Barcelona,2209,8.8,2023-05-22,Barcelona
66,BCN Urbaness Hotels Del Comte,1378,8.0,2023-05-22,Barcelona
67,Room Mate Pau,2440,9.2,2023-05-22,Barcelona
68,AC Hotel Victoria Suites by Marriott,1498,8.4,2023-05-22,Barcelona
69,The Mirror Barcelona,1735,8.3,2023-05-22,Barcelona
70,Hotel Viladomat by Silken,1335,7.6,2023-05-22,Barcelona
71,Hostal Levante Barcelona,971,7.9,2023-05-22,Barcelona
72,Ilunion Bel-Art,1475,8.0,2023-05-22,Barcelona
73,"Hotel Bagués, a Small Luxury Hotel of the World",2903,8.7,2023-05-22,Barcelona
74,Sofitel Barcelona Skipper,2458,8.9,2023-05-22,Barcelona
75,Hotel Via Augusta,1485,8.5,2023-05-22,Barcelona
76,AC Hotel Irla by Marriott,1830,7.9,2023-05-22,Barcelona
77,The Moods Oasis,1439,8.7,2023-05-22,Barcelona
78,ME Barcelona,3314,9.2,2023-05-22,Barcelona
79,Aparthotel Arai 4* Superior,2273,8.9,2023-05-22,Barcelona
80,Ibis Barcelona Plaza Glòries 22@,1319,8.3,2023-05-22,Barcelona
81,Hotel Derby,1436,8.4,2023-05-22,Barcelona
82,Hotel Alimara,1039,8.3,2023-05-22,Barcelona
83,H10 Marina Barcelona,1480,8.3,2023-05-22,Barcelona
84,W Barcelona,3803,8.4,2023-05-22,Barcelona
85,Fisa Rentals Ramblas Apartments,1928,8.4,2023-05-22,Barcelona
86,Sant Antoni Market,1907,8.5,2023-05-22,Barcelona
87,Hotel Well and Come,1866,8.8,2023-05-22,Barcelona
88,Ramblas Apartments,2174,8.7,2023-05-22,Barcelona
89,Hotel Villa Emilia,1661,8.9,2023-05-22,Barcelona
90,Hotel Best Auto Hogar,1042,7.7,2023-05-22,Barcelona
91,Vincci Gala,3082,8.7,2023-05-22,Barcelona
92,Barcelona Apartment Aramunt,2131,7.6,2023-05-22,Barcelona
93,Silken Ramblas,1684,8.1,2023-05-22,Barcelona
94,"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia",2128,8.9,2023-05-22,Barcelona
95,Inside Barcelona Apartments Esparteria,1496,8.6,2023-05-22,Barcelona
96,Barcelona Apartment Republica,2028,7.7,2023-05-22,Barcelona
97,NH Collection Barcelona Podium,1873,8.6,2023-05-22,Barcelona
98,The Moods Catedral Hostal Boutique,1463,8.6,2023-05-22,Barcelona
99,Musik Boutique Hotel,1613,9.1,2023-05-22,Barcelona
100,Barcelona Apartment Milà,2185,8.0,2023-05-22,Barcelona
101,Àmfores Boutique Guest House,1466,8.1,2023-05-22,Barcelona
102,Ilunion Almirante,1786,7.3,2023-05-22,Barcelona
103,The Corner Hotel,1610,9.2,2023-05-22,Barcelona
104,Seventy Barcelona,1930,9.3,2023-05-22,Barcelona
105,AC Hotel Sants by Marriott,1529,8.2,2023-05-22,Barcelona
106,Unite Hostel Barcelona,1431,8.3,2023-05-22,Barcelona
107,Ilunion Les Corts Spa,1462,7.8,2023-05-22,Barcelona
108,Barceló Sants,2075,8.7,2023-05-22,Barcelona
109,Olivia Plaza Hotel,2890,9.3,2023-05-22,Barcelona
110,Acta Antibes,1233,8.6,2023-05-22,Barcelona
